event_id,president,description,source,tong,du,date,exclude
235,Chen,Chen attends democratic pacific conference,mac,0,2,20040814,
236,Chen,Chen argues that Taiwan is the best abbreviation for the country,mac,0,1,20040902,
237,Chen,Chen reacts to CCP's anti-seccession law,mac,1,2,20040902,
238,Chen,Taiwan is used for official documents,mac,0,2,20040915,
239,Chen,Chen points out similarities between TW and Japan's political development,mac,0,2,20041004,
240,Chen,"Chen teaches at public school, iterates goals to reform the TW economy, push for new constitution, and reopen negotiations with the CCP",mac,1,2,20041023,
241,Chen,Chen defends Taiwan's sovereignty agains Powell's statement,mac,0,1,20041026,
242,Chen,Chen talks us-prc-taiwan relations after US election,mac,1,0,20041110,
243,Chen,Chen takes proactive steps toward charter and also reacts to anti-seccession law,mac,1,1,20050120,
244,Chen,Chen talks cross-strait relations when visiting South Pacific diplomatic allies,mac,1,1,20050130,
245,Chen,Chen does not appose legislation for cross-strait peace; outlines other policy goals in lunar new year event,mac,1,2,20050214,
246,Chen,Chen talks new developments in cross-strait charter and maintains that tw's security is of utmost importance,mac,1,1,20050221,
247,Chen,Chen maintains that the TW constitution should be the highest guideline for cross-strait policy,mac,0,1,20050224,
248,Chen,Chen appoints new Minister of Education who leads a reform in Taiwan high school history curriculum,,0,2,20041101,
249,Chen,Chen makes six statements in response to CCP's anti-seccession law,mac,0,2,20050316,
250,Chen,"Chen speaks at Taiwan Solidarity Union anniversary and proposes One Principle, Three Maintains, and Five Objections (Yige Yuanze, Sange Jianchi, Wuge Fandui)",mac,0,2,20050806,
251,Chen,"Chen's new year's address, stresses the ""Taiwanese identity"" and proposes the possibility of a referendum on the new constitution, Jiji Guanli Youxiao Kaifang (instead of Jiji Kaifang, Youxiao Guanli)",mac,0,3,20060101,
252,Chen,Chen delivers Lunar New Year address and proposes three agendas,mac,0,3,20060129,
253,Chen,"Chen speaks at national security senior official meeting, and decides to dissolve the NUC and annuls the legality of the unification agenda",mac,1,3,20060227,
254,Chen,Chen meets with NCAFP delegates re KMT-CCP forum and criticizes the lack of substance from the Lian Zhan-Hu Jintao meeting,mac,0,2,20060414,
255,Chen,"Chen gives interview to Japanese media and comments on the democratic traditions of Japan, Taiwan, US",mac,0,2,20060427,
256,Chen,"Chen visits Central America, gives speech at Global Democracy Alliance conferece",mac,1,1,20060509,
257,Chen,"Chen holds meeting to go over the first National Security Report, including a chapter on establishing trust-building mechanisms with the PRC to avoid military conflict",mac,1,1,20060518,
258,Chen,Chen writes to UN Secretary General re Taiwan's UN status,mac,0,2,20070719,
259,Chen,Chen comes out in support of DPP's push for the UN referenfums in the 2008 elections,mac,0,3,20071213,
260,Chen,Chen gives speech at campaign event for Taiwan's UN membership,mac,0,2,20080227,
261,Chen,Chen meets with AIT president and denies the legality of the 1992 Concensus,mac,0,2,20080328,
262,Ma,President-elect Ma claims support for 1992 Consensus,mac,2,1,20080324,
263,Ma,Ma meets with Lian Zhan on cross-strait relations and promotes negotiations between ROC Straits Exchange Foundations (SEF) and the PRC Association for Relations Across the Taiwan Straits (ARATS),mac,1,1,20080331,
264,Ma,Ma promises cross-strait charter and to welcome Mainland tourists,mac,2,0,20080424,
265,Ma,Ma gives inangural address and promises to reopen negoatiations with the Mainland based on the 1992 Consensus,mac,2,1,20080520,
266,Ma,Ma discusses trade issues with industry leaders and claims that political issues should be kept out of trade/economics,mac,1,0,20080618,
267,Ma,"Ma pushes for better media relations between the CCP and the PRC, which lead to the reopening of the Taiwan stations of XInhua and People's Daily",mac,1,0,20080630,
268,Ma,Chen visits Kinmen Islands on the anniversary of the Second Taiwan Strait Crisis and expressed hope to establish peaceful relations,mac,2,0,20080824,
269,Ma,"Ma gives interview to Mexican newspaper, defines Taiwan and China as ""not two Chinas, a special relationship, but not state-to-state relations""",mac,2,0,20080905,
270,Ma,Ma delivers address on military campus,mac,0,1,20081021,
271,Ma,Ma gives televized projection on upcoming SEF-ARATS meeting,mac,1,1,20081029,
272,Ma,"Ma publishes article titled Peace Plan, China and Taiwan in WP and calls for the CCP to abandon the zero-sum mindset",mac,1,2,20081212,
273,Ma,Ma explains controversy regarding CECA and claims that it is an apolitical deal,mac,1,1,20090227,
274,Ma,Ma maintains the importance of Taiwan's independent representation in IO/international conferences such as WHA,mac,0,2,20090320,
275,Ma,Ma speaks with CSIS on Hu's Six Declarations re Taiwan,mac,1,1,20090422,
276,Ma,Ma speaks at press conference at his first year mark in office,mac,0,0,20090520,
277,Ma,"Ma speaks with Susan Shirk, expressing the need for US security assistance even in light of the EFCA",mac,1,1,20090619,
278,Ma,"Ma claims that it is more important to push for economic connections, and is in no hurry to sign peace treaties with the PRC or meet with Hu Jintao",mac,1,0,20090703,
279,Ma,Ma speaks at national defense university event,mac,0,0,20091125,
280,Ma,Ma reiterates his support of the 1992 consensus,mac,1,0,20091231,
281,Ma,Ma delivers inaugural address and pledges status quo re controversy on Taiwan's move toward unification,mac,0,0,20100101,
282,Ma,Ma attends IDU conference,mac,1,1,20100201,
283,Ma,Ma gives press conference on the presidential report on cross-strait economic relations,mac,1,1,20100209,
284,Ma,Ma dilivers address at PRC/Taiwan business celebration for lunar new year,mac,1,2,20100222,
285,Ma,Ma address Wen Jiabao's claim on cross-strait relations during press conference while in Nauru and confirms that both sides are Chinse,mac,1,1,20100324,
286,Ma,Ma holds press conference celebrating his second year in office and claims to maintain status quo under ROC constitution and 1992 consensus; proposes Liuxiang Zhuzhang (6 proposals),mac,2,1,20100519,
287,Ma,ROC honarary chair Wu Po-hsiung meets with Hu Jintao and relays Ma's comments,mac,1,0,20100712,
288,Ma,Ma delivers remarks at military leader conference on how cross-strait negotiation should look like; argues the case for maintaining status quo and comes out against arms race against the mainland,mac,1,0,20101103,
289,Ma,"Ma emphasizes the importance of using soft power to usher in era of peaceful relations with the PRC, citing success of ECFA, and advertizes benefits of improved relations at Overseas Community Affairs Council (OCAC) conference",mac,1,0,20101108,
290,Ma,"Ma delivers new year's address titled Zhuangda Taiwan, Zhenxing Zhonghua",mac,2,1,20110101,
291,Ma,Ma speaks at MAC 20th anniversary,mac,1,1,20110128,
292,Ma,Ma attends business conference and lays out positive trade outlook,mac,1,0,20110208,
293,Ma,Ma attends event celebrating Taiwan diplomatic attache's to the PRC,mac,2,1,20110210,
294,Ma,Ma responds to the Jasmine online movement in the mainland and urges the PRC to improve its democratic institutions and rule of law,mac,0,1,20110221,
295,Ma,"Ma delivers remarks at SEF 20th anniversary celebration, cites ""mutual non-recognition of sovereignty but mutual non-denial of state power"" as basis of cross-strait relations",mac,1,0,20110309,
296,Ma,Ma attends cross-strait medical association panel,mac,1,0,20110320,
297,Ma,"Ma meets with HK delegates and comments on natsec, lobbies for ""reconciliation of all Chinese people"" based on positive outcomes from rapprochment with the PRC",mac,2,1,20110407,
298,Ma,Ma attends youth leader conference on Mainland policy and advocates for the merits of the 1992 consensus and maintaining status quo,mac,2,0,20110529,
299,Ma,Ma speaks to Richard Bush (now at Brookings) about mutual non-recognition of sovereignty but mutual non-denial of state power,mac,1,0,20110622,
300,Ma,"Ma holds video conference with CSIS experts on Taiwan's natsec, the first defense being institutionalized cross-strait reconciliation process",mac,1,1,20110622,
301,Ma,Ma attends ROC 100 years of peace prayer event and promises to maintain peaceful cross-strait relations under his three Noes and the 1992 consensus,mac,2,0,20110823,
302,Ma,Ma attends Executive Yuan panel and again advocates for both the three Noes and the 1992 consensus,mac,2,0,20110827,
303,Ma,"Ma answers questions about the 1992 consensus at press conference and advocate for its essense, which is to shelf disputes for negotiations; Ma also claims that ""One China"" means ROC and cites MAC polls for public support for maintaining status quo (80%)",mac,1,0,20110828,
304,Ma,Ma addresses business panel and reiterates successes in ROC-PRC negotiations during his first term,mac,2,0,20110913,
305,Ma,Ma celebrates ROC legacy on 20th anniversary of the Xinhai Revolution,mac,1,0,20111010,
306,Ma,"Ma gives press conference in celebrating of successes in cross-strait negotiation, citing public support, nation's need, and parliamentary supervision",mac,2,1,20111017,
307,Ma,Ma throws press conference to address cross-strait negotiations and cites the need for public support,mac,1,1,20111020,
308,Ma,"Ma promises main themes in cross-strait peace treaty, should it be negotiated",mac,1,1,20111024,
309,Ma,Ma appears at academic conference on the Chinese development model and maintains that cross-strait relations constitute a special set of relations unlike PRC-HK relations or PRC-Tibet relations,mac,2,1,20111203,
310,Ma,Ma meets with commerce leaders and pushes for the institutionalization of peaceful reconciliation process,mac,2,0,20111214,
311,Ma,Ma meets with natsec leaders and emphasizes the importance of peaceful cross-strait reconciliation,mac,1,1,20111227,
312,Ma,Ma delivers New Year's address and discusses legacy for the Taiwan people,mac,0,1,20120101,
313,Ma,Ma wins reelection (by relatively close margin against DPP candiate Tsai) and delivers winning remarks and vows peace and improvement in Taiwan's international presence,mac,0,1,20120104,
314,Ma,Ma delivers remarks at defense event,mac,0,1,20120108,
315,Ma,Ma addresses business leaders and celebrates ongoing negotiations to implement the ECFA,mac,1,0,20120131,
316,Ma,"Ma holds press conference and gives projections on his agendas, which focuses on improving the quality of Taiwan's economy and the lives of the people",mac,0,1,20120206,
317,Ma,Ma meets with US house delegate and reiterates his peaceful approach to cross-strait relations,mac,1,0,20120222,
318,Ma,Ma attends military drill and emphasizes the importance of national defense as well as lack of trust for the CCP's good will,mac,0,2,20120418,
319,Ma,"Ma intends to accelerate cross-strait trade negotiations, and protests against pressure caused by PRC-Japan-ROK FTA",mac,1,1,20120515,
320,Ma,"Ma gives new constitutional definition for cross-strait relations that emphasizes ROC power during inaugural address by proposing the idea of ""One ROC, two territories""",mac,1,1,20120520,
321,Ma,Ma urges the PRC to recognize the Tiananmen Square incident on its 23rd anniversary,mac,1,1,20120604,
322,Ma,Ma proposes East Sea Peace proposals in response tto Diaoyu Island dispute between Japan and the PRC,mac,0,1,20120805,
323,Ma,Ma claims Taiwan sovereignty over Diaoyu Island,mac,0,1,20120907,
324,Ma,Ma delivers National Day remarks,mac,2,1,20121010,
325,Ma,Ma adjusts policy regarding Mainland students,mac,1,0,20121024,
326,Ma,Ma delivers remarks at Chinese business leader summit and casts sunny outlook on deepening cross-strait integration,mac,2,0,20121106,
327,Ma,Ma delivers remarks at SEF-held academic panel celebrating the 20th anniversary of the 1992 concensus,mac,1,0,20121109,
328,Ma,Ma delivers new year address and discusses cross-strait relations under newly crowned Xi,mac,2,0,20130101,
329,Ma,Ma tries to resolve Kinmen water supply issue,mac,1,0,20130112,
330,Ma,Ma relaxes restrictions on students visiting from the mainland,mac,1,0,20130114,
331,Ma,Ma reiterates proposal to maintain peace in the East Sea,mac,1,1,20130204,
332,Ma,Ma speaks at SEF lunar new year celebration,mac,1,0,20130218,
333,Ma,Ma speaks with academic delegates on cross-strait relations,mac,1,1,20130307,
334,Ma,Ma gives interview to Financial Times on cyber attacks and Xi's Taiwan policy,mac,1,1,20130329,
335,Ma,Ma comments on potential to jointly develop vaccine for H7N9 and discusses situation in the East Sea,mac,1,1,20130408,
336,Ma,Ma video conferences with US academics under invitation of the Hoover Institute,mac,1,1,20130416,
337,Ma,Ma speaks at SEF panel on first Koo-Wang summit,mac,0,0,20130429,
338,Ma,Ma meets with EU parliamenary delegation on ASEAN affairs,mac,1,1,20130501,
339,Ma,Ma comments on mainland human rights records,mac,0,0,20130604,
340,Ma,"Ma does not rule out the possibility of meeting with Xi, should the people approve",mac,0,0,20130710,
341,Ma,Ma denies possibility of meeting with Xi on the sidelines of the APEC summit,mac,0,0,20130725,
342,Ma,"Ma is elected KMT chairman, exchanges phone call with Xi",mac,1,0,20130720,
343,Ma,Ma delivers remarks at cross-strait trade deal financial meeting,mac,1,0,20130711,
344,Ma,Ma attends Critical Moment 2013 summit on promoting trade,mac,1,0,20130730,
345,Ma,Ma attends meeting on peace in the East Sea,mac,1,1,20130805,
346,Ma,Ma floats the idea of attending APEC summit as leader of economy,mac,1,1,20130816,
347,Ma,Ma passes through LA and comments on cross-strait relations,mac,1,1,20130819,
348,Ma,Ma comments on US arms sales,mac,0,2,20130823,
349,Ma,Ma speaks at WTCC meeting,mac,1,1,20130930,
350,Ma,Ma acknowledges One China in National Day address,mac,2,0,20131010,
351,Ma,"Ma gives interview to Washington Post, comments on the possibility of unification referendum and delays in building military-to-military ties with the PRC",mac,0,1,20131024,
352,Ma,Ma speaks at Chinese business leader summit in Taipei,mac,0,0,20131030,
353,Ma,Ma meets with former US secretary of state on East Sea air space,mac,0,1,20131205,
354,Ma,Ma meets with AIT president on the PRC-proposed East Sea air space issue,mac,1,1,20131211,
355,Ma,Ma speaks at cross-strait meeting celebrating 70th anniversary of the Cairo Declaration,mac,2,0,20131201,
356,Ma,Ma delivers new year address and calls for closer economic ties with the Mainland,mac,2,0,20140101,
357,Ma,Ma hopes to attract more students from the mainland,mac,1,0,20140109,
358,Ma,Ma meets with AEI delegates and discusses East Sea and cross-strait people-to-people ties,mac,1,1,20140111,
359,Ma,Ma speaks at ceremony celebrating the establishment of the National Development Council,mac,0,1,20140122,
360,Ma,Ma discusses possibility of MAC-TAO meeting,mac,1,1,20140127,
361,Ma,Ma attends business leader summit and reiterates his successes in growing cross-strait economic relations,mac,1,0,20140205,
362,Ma,Ma meets with NBR delegation and discusses success in cross-strait cooperation,mac,1,0,20140213,
363,Ma,Ma proposes plans on East Sea air space security during international conference on East Sea security,mac,1,0,20140226,
364,Ma,Ma meets with Taiwan delegation to the 2014 Boao summit and asks delegation to help calm PRC concerns on student protests during the Sunflower movement in Taiwan,mac,1,0,20140401,
365,Ma,Ma comments on cross-strait trade and downplays concerns on losing Taiwan's economic independence,mac,1,0,20140804,
366,Ma,Ma speaks with CSIS delegation and casts positive outlook on trade with the PRC,mac,1,0,20140814,
367,Ma,Ma asks former VP to attend APEC in Beijing,mac,1,0,20141008,
368,Ma,Ma supports HK demands for popular elections in National Day celebration,mac,0,1,20141010,
369,Ma,Ma meets with Harvard University Prof Michael Porter on cross-strait economic relations and differs cross-strait relations from international relations,mac,1,0,20141024,
370,Ma,Ma receives APEC delegation ahead of their departure,mac,2,1,20141103,
371,Ma,Ma delivers new year address and emphasizes the importance of peaceful cross-strait relations,mac,2,1,20150101,
372,Ma,Ma attends MJIB ceremony and comments on cross-strait relations,mac,1,1,20150106,
373,Ma,Ma meets with Fairbank Center delegation,mac,2,0,20150108,
374,Ma,Ma meets with HK delegation and advocates for peace treaty,mac,1,0,20150203,
375,Ma,Ma meets attends Lee Kuan Yew's funeral in Singapore,mac,0,1,20150324,
376,Ma,Ma hopes to join Asia Development Bank under Chinese Taipei,mac,2,1,20150408,
377,Ma,Ma visits MAC and discusses importance of the 1992 Consensus,mac,1,0,20150429,
378,Ma,Ma speaks about the 1992 Consensus during press conference commemorating his 7th year in office,mac,1,0,20150519,
379,Ma,Ma hopes to accelerate cross-strait trade treaty in light of FTA between China and ROK,mac,1,0,20150601,
380,Ma,Ma speaks on Tiananmen Square memorial day and urges the CCP to recognize the events and improve human rights records,mac,0,1,20150604,
381,Ma,Ma comments on his Flexible Diplomacy agenda (Huolu Waijiao),mac,1,1,20150624,
382,Ma,Ma stops by at Harvard on the way to Central America and defends the 1992 Consensus,mac,2,1,20150711,
383,Ma,Ma speaks at press conference during visit to Central America,mac,1,1,20150713,
384,Ma,Ma speaks at summit on East Sea security,mac,0,1,20150805,
385,Ma,Ma responds to Abe's speach on the 70th anniversary of the end of WWII,mac,1,0,20150814,
386,Ma,Ma refutes Lee Teng Hui's remarks denying Japanese occupation of Taiwan,mac,1,0,20150820,
387,Ma,Ma not supportive of Lian Zhan's visit to Beijing celebrating end of WWII,mac,0,0,20150829,
388,Ma,Ma speaks at military drill,mac,0,1,20150910,
389,Ma,Ma defends his economic policies at campaign event,mac,2,0,20150930,
390,Ma,Ma delivers adress on maintaining status quo and the 1992 consensus,mac,2,0,20151010,
391,Ma,Ma attends event celebrating 70th anniversary of Japanese defeat,mac,1,0,20151025,
392,Ma,Ma meets with Xi in Singapore,mac,3,0,20151107,
393,Ma,Ma hols press conference after return from meeting with Xi,mac,1,1,20151113,
394,Ma,Ma attends events celebrating 2015 International Human Rights Day,mac,0,0,20151210,
395,Ma,Ma attends MJIB graduation ceremony and comments on cross-strait relations,mac,1,1,20151224,
396,Ma,Ma delivers New Year address and reiterates his successes in cross-strait rapproachment,mac,3,1,20160101,
397,Ma,Ma celebates TAO's opening of mainlander transiting through Taiwan,mac,1,0,20160105,
398,Ma,Ma attends economic forum and emphasizes the importance of maintaining the 1992 consensus,mac,2,0,20160121,
399,Ma,Ma visits Taiping Island in the South China Sea,mac,0,1,20160128,
400,Ma,Ma speaks at SEF 25th anniversary,mac,2,0,20160309,
401,Ma,Ma attends Sun Yat-sen memorial,mac,2,0,20160312,
402,Ma,Ma visits Central American diplomatic alles,mac,2,1,20160313,
403,Ma,Ma stops by LA when returning from visit to Central America,mac,1,1,20160316,
404,Ma,Ma delivers speech at Taoyuan International Airport after returning from visit to Central America,mac,0,1,20160319,
405,Ma,Ma protests PRC poaching of former Taiwan diplomatic ally Gambia,mac,0,1,20160317,
406,Ma,Ma speaks at Chinese Youth conference in Taipei,mac,2,0,20160320,
407,Ma,Ma attends cross-strait peace memorial event in Kinmen,mac,2,0,20160429,
408,Tsai,"Tsai addresses press after winning election, plans to adhere to status quo but will base mainland policy on popular demand",mac,1,1,20160116,
409,Tsai,Tsai gives interview to print media and redefines cross-strait political foundation,mac,0,0,20160121,
410,Tsai,Tsai gives interview and projects on her talking points in inaugural address and refuses to comment on the 1992 consensus,mac,0,0,20160321,
411,Tsai,Tsai delivers inaugural address,mac,0,0,20160520,
412,Tsai,Tsai responds to South China Sea ruling and protests infringement on Taiwan territory,mac,0,1,20160713,
413,Tsai,Tsai meets with ROC industry leaders and welcomes cross-strait industrial cooperation,mac,1,0,20160728,
414,Tsai,Tsai visits Kinmen and addresses cross-strait relations,mac,2,0,20160910,
415,Tsai,Tsai delivers address at celebration for Taiwan businesses in PRC,mac,1,0,20160914,
416,Tsai,Tsai writes letter to DPP members and advocates for resistance against pressure from the PRC,mac,0,2,20160929,
417,Tsai,Tsai gives interview to WSJ on cross-strait relations and expresses that her inaugural address was the softest stance she was willing to take against the PRC,mac,0,0,20161004,
418,Tsai,Tsai gives interview to Japanese newspaper and reiterates commitment to status quo but maintains that the new generation of Taiwanese voter's independence,mac,0,1,20161006,
419,Tsai,"Tsai delivers National Day address, promises to conduct cross-strait relations according to Taiwan's constitution and expresses willingness to negotiate with the CCP",mac,1,1,20161010,
420,Tsai,Tsai grants mainland students access to healthcare,mac,1,0,20161024,
421,Tsai,Tsai addresses new diplomatic relations with the US after Trump's electoral win,mac,0,1,20161109,
422,Tsai,Tsai commends APEC delegation,mac,0,1,20161124,
423,Tsai,Tsai calls Trump,mac,0,1,20161202,
424,Tsai,Tsai calls meeting in response to losing diplomatic ally Democratic Republic of Sao Tome and Principe,mac,0,1,20161221,
425,Tsai,Tsai gives end of year address at correspondent event,mac,0,1,20161231,
426,Tsai,Tsai visits diplomatic allies in Central America,mac,0,1,20170107,
427,Tsai,Tsai delivers remarks in SF on way back from Central America,mac,0,1,20170115,
428,Tsai,Tsai congratulates Trump and Pence on their inauguration,mac,0,1,20170120,
429,Tsai,Tsai meets with Taiwanese delegation returning from Geneva,mac,0,2,20170527,
430,Tsai,Tsai inspects military drill,mac,0,1,20170525,
431,Tsai,Tsai posts on Facebook on Li Mingzhe case and Tiananmen Square incident,mac,0,1,20170604,
432,Tsai,Tsai responds to Panama establishing relations with the PRC,mac,0,1,20170613,
433,Tsai,Tsai posts on Facebook in honor of Liu Xiaobo's passing,mac,0,1,20170713,
434,Tsai,Tsai attends Asia Pacific security conference and expresses hope for a new mechanism for cross-strait interactions as well as intention to help with negotiations with the DPRK,mac,0,1,20170808,
435,Tsai,"Tsai delivers National Day address, emphasizes institutional reform, protection of Taiwan's democratic institutions, and plans for obtaining more international recognition for Taiwan",mac,0,2,20171010,
436,Tsai,Tsai delivers remarks at panel discussing three decades of cross-strait interactions,mac,0,0,20171026,
437,Tsai,Tsai responds to PRC adoption of new air routes without proper consultation,mac,0,2,20180107,
438,Tsai,Tsai posts on Twitter in support of the US House passing the Taiwan Travel Act,mac,0,1,20180109,
439,Tsai,"Tsai gives interview to Sanli News and emphasizes the importance of resilience from the government, the presidency, and the people on cross-strait relations",mac,0,1,20180122,
440,Tsai,Tsai tweets about mainlander casualties in earthquake,mac,0,0,20180209,
441,Tsai,Tsai gives interview on the requisites of negotiations with the mainland,mac,0,0,20180514,
442,Tsai,Tsai voices support for Taiwan's attempt to join the WHO,mac,0,1,20180521,
443,Tsai,Tsai responds to Burkina Faso ending diplomatic relations with Taiwan,mac,0,2,20180524,
444,Tsai,Tsai comments on Tiananmen Square anniversary,mac,0,1,20180604,
445,Tsai,Tsai visits Central America diplomatic ally and stops by in Boston and Huston,mac,0,1,20180813,
446,Tsai,Tsai responds to CCP's new regulations for Taiwanese residents in the mainland,mac,0,1,20180817,
447,Tsai,Tsai responds to Salvadore ending diplomatic relations with Taiwan and critizes CCP actions,mac,0,1,20180821,
448,Tsai,Tsai meets with Tokyo University students,mac,0,2,20180904,
449,Tsai,Tsai announces APEC delegation,mac,0,1,20181003,
450,Tsai,"Tsai delivers New Year address, vows to defend national security",mac,0,1,20190101,
451,Tsai,Tsai responds to CCP celebraion of 40th anniversary of Letter to Taiwan Compatriots,mac,0,2,20190102,
452,Tsai,Tsai speaks at industry leader event about attracting back Taiwan investment in the mainland,mac,0,1,20190211,
453,Tsai,Tsai calls national security meeting,mac,0,1,20190311,
454,Tsai,Tsai responds to PLAAF flight passing Taiwan Strait border,mac,0,2,20190331,
455,Tsai,Tsai visits diplomatic allies in Central America and passes through the US,mac,0,1,20190711,
456,Tsai,Tsai holds press conference regarding Soloman Islands ending diplomatic relations with Taiwan,mac,0,1,20190915,
457,Tsai,"Tsai delivers National Day address, cautions against One Country, Two Systems' failure in HK",mac,0,2,20191010,